"","name","address","type","fullLocation","lat","lng"
"237","Temple of King Hung Vuong","Ho Chi Minh City","Religious","Temple of King Hung Vuong, Ho Chi Minh City",10.7622107,10.7563451
"238","Temples","Hoa Lu","Religious","Temples, Hoa Lu",20.2877398,105.8832264
"239","Blue Sky Crocodile Land","Long Xuyen","Farms, Workshops & Factories","Blue Sky Crocodile Land, Long Xuyen",10.3759416,105.4185406
"240","War Martyrs Monument","Cao Lanh","Landmarks & Monuments","War Martyrs Monument, Cao Lanh",NA,NA
"241","Bach Ma National Park","Bach Ma National Park","Parks & Gardens","Bach Ma National Park, Bach Ma National Park",16.1666667,107.8333333
"242","Cu Chi War History Museum","Cu Chi","Museums & Galleries","Cu Chi War History Museum, Cu Chi",NA,NA
"243","Pho Binh","Ho Chi Minh City","Historic","Pho Binh, Ho Chi Minh City",10.8568795,NA
"244","French Field Guns","Vung Tau","Landmarks & Monuments","French Field Guns, Vung Tau",10.4113797,NA
"245","Royal Fine Arts Museum","Hue","Museums & Galleries","Royal Fine Arts Museum, Hue",16.4498,NA
"246","Uncle Ho Temple","Tra Vinh","Other","Uncle Ho Temple, Tra Vinh",18.6795848,NA
"247","Chinese All-Community Assembly Hall","Hoi An","Architecture","Chinese All-Community Assembly Hall, Hoi An",15.8800584,NA
"248","Phu Binh Camp","Con Dao Islands","Architecture","Phu Binh Camp, Con Dao Islands",NA,NA
"249","Queen’s Beach","Quy Nhon","Beaches, Islands & Waterfronts","Queen’s Beach, Quy Nhon",13.7723959,13.7718755
"250","Po Nagar","Nha Trang","Religious","Po Nagar, Nha Trang",12.2387911,109.1967488
"251","Pongour Falls","Dalat & Around","Lakes, Rivers & Waterfalls","Pongour Falls, Dalat & Around",11.9404192,108.4583132
"252","Tiger Falls","Dalat & Around","Other","Tiger Falls, Dalat & Around",11.9404192,108.4583132
"253","Immaculate Conception Cathedral","Kon Tum","Religious","Immaculate Conception Cathedral, Kon Tum",14.3497403,108.0004606
"254","Lang Dinh An","Dalat & Around","Other","Lang Dinh An, Dalat & Around",12.5742821,21.0105638
"255","Cholon Jamail Mosque","Ho Chi Minh City","Religious","Cholon Jamail Mosque, Ho Chi Minh City",10.8230989,10.8184631
"256","To Mieu Temple","Hue","Religious","To Mieu Temple, Hue",16.4498,107.5623501
"257","Beach","Cham Islands","Beaches, Islands & Waterfronts","Beach, Cham Islands",NA,NA
"258","Con Thien Firebase","Demilitarised Zone (Dmz)","Historic","Con Thien Firebase, Demilitarised Zone (Dmz)",NA,NA
"259","Duyen Hai","Can Gio","Neighbourhoods & Villages","Duyen Hai, Can Gio",10.3831106,10.4092444
"260","Ton Duc Thang Museum","Ho Chi Minh City","Museums & Galleries","Ton Duc Thang Museum, Ho Chi Minh City",10.7773988,106.7063976
"261","Vietnamese Women’s Museum","Hanoi","Museums & Galleries","Vietnamese Women’s Museum, Hanoi",21.0233938,105.8516674
"262","Presidential Palace","Hanoi","Architecture","Presidential Palace, Hanoi",21.0277644,105.8341598
"263","Museum of Trading Ceramics","Hoi An","Museums & Galleries","Museum of Trading Ceramics, Hoi An",15.8800584,108.3380469
"264","Khmer Museum","Soc Trang","Museums & Galleries","Khmer Museum, Soc Trang",NA,NA
"265","Assembly Hall of the Chaozhou Chinese Congregation","Hoi An","Architecture","Assembly Hall of the Chaozhou Chinese Congregation, Hoi An",15.8800584,108.3380469
"266","Con Dao Museum","Con Dao Islands","Other","Con Dao Museum, Con Dao Islands",NA,NA
"267","Phat Lon Pagoda","Rach Gia","Religious","Phat Lon Pagoda, Rach Gia",9.9585194,NA
"268","Ben Hai River","Demilitarised Zone (Dmz)","Lakes, Rivers & Waterfalls","Ben Hai River, Demilitarised Zone (Dmz)",NA,NA
"269","Chuc Thanh Pagoda","Hoi An","Religious","Chuc Thanh Pagoda, Hoi An",15.8800584,NA
"270","Group C","My Son","Religious","Group C, My Son",15.7626486,NA
"271","Museum of Traditional Vietnamese Medicine","Ho Chi Minh City","Museums & Galleries","Museum of Traditional Vietnamese Medicine, Ho Chi Minh City",10.7761634,NA
"272","Cuc Phuong National Park","Cuc Phuong National Park","Parks & Gardens","Cuc Phuong National Park, Cuc Phuong National Park",20.3166667,NA
"273","Mubarak Mosque","Chau Doc","Religious","Mubarak Mosque, Chau Doc",NA,NA
"274","Nam Thien Nhat Tru","Around Ho Chi Minh City","Other","Nam Thien Nhat Tru, Around Ho Chi Minh City",10.8230989,10.8184631
"275","Gia Long Falls","South-West Highlands","Other","Gia Long Falls, South-West Highlands",NA,NA
"276","Cua Lo Beach","Vinh","Other","Cua Lo Beach, Vinh",18.7784704,105.7486874
"277","Vung Bau, Dai & Thom Beaches","Phu Quoc Island","Beaches, Islands & Waterfronts","Vung Bau, Dai & Thom Beaches, Phu Quoc Island",NA,NA
"278","Bay Canh","Con Dao Islands","Beaches, Islands & Waterfronts","Bay Canh, Con Dao Islands",8.6689731,106.6733441
"279","Lighthouse","Vung Tau","Landmarks & Monuments","Lighthouse, Vung Tau",10.4113797,107.136224
"280","Cau Castle","Phu Quoc Island","Religious","Cau Castle, Phu Quoc Island",10.289879,103.98402
"281","Cemeteries","Dien Bien Phu","Military","Cemeteries, Dien Bien Phu",NA,NA
"282","Botanic Gardens","Ho Chi Minh City","Parks & Gardens","Botanic Gardens, Ho Chi Minh City",NA,106.7064792
"283","Co Ha Gardens","Hue","Parks & Gardens","Co Ha Gardens, Hue",NA,NA
"284","Quan Thang House","Hoi An","Architecture","Quan Thang House, Hoi An",15.8800584,NA
"285","Bai Dram Trau","Con Dao Islands","Beaches, Islands & Waterfronts","Bai Dram Trau, Con Dao Islands",NA,NA
"286","Bao Quoc Pagoda","Hue","Religious","Bao Quoc Pagoda, Hue",16.4542212,NA
"287","Sapa Museum","Sapa","Museums & Galleries","Sapa Museum, Sapa",NA,NA
"288","Long Xuyen Catholic Church","Long Xuyen","Religious","Long Xuyen Catholic Church, Long Xuyen",10.3759416,NA
"289","Ethnographic Museum","South-West Highlands","Museums & Galleries","Ethnographic Museum, South-West Highlands",NA,NA
"290","Cuong Hoan Traditional Silk Centre","Dalat & Around","Museums & Galleries","Cuong Hoan Traditional Silk Centre, Dalat & Around",11.9404192,108.4583132
"291","National Oceanographic Museum","Nha Trang","Museums & Galleries","National Oceanographic Museum, Nha Trang",12.2074691,12.2189817
"292","Victory Monument","Buon Ma Thuot","Landmarks & Monuments","Victory Monument, Buon Ma Thuot",12.6661944,108.0382475
"293","Assembly Hall","Hoi An","Other","Assembly Hall, Hoi An",15.8778152,108.3317399
"294","Soc Trang Museum","Soc Trang","Museums & Galleries","Soc Trang Museum, Soc Trang",NA,NA
"295","Truong San Residence","Hue","Castles, Palaces & Mansions","Truong San Residence, Hue",16.4498,107.5623501
"296","Xuan Huong Lake","Dalat","Lakes, Rivers & Waterfalls","Xuan Huong Lake, Dalat",11.9411106,108.4461507
"297","Seminary & Hill-Tribe Museum","Kon Tum","Museums & Galleries","Seminary & Hill-Tribe Museum, Kon Tum",31.5623892,-89.4975669
"298","Handicraft Workshop","Hoi An","Farms, Workshops & Factories","Handicraft Workshop, Hoi An",15.8800584,108.3380469
"299","Lam Dong Museum","Dalat","Museums & Galleries","Lam Dong Museum, Dalat",11.9409803,NA
"300","People’s Committee Building","Ho Chi Minh City","Architecture","People’s Committee Building, Ho Chi Minh City",10.8230989,NA
"301","Can Tho Museum","Can Tho","Museums & Galleries","Can Tho Museum, Can Tho",10.0351667,NA
"302","Vien Minh Pagoda","Ben Tre","Architecture","Vien Minh Pagoda, Ben Tre",NA,NA
"303","Po Shanu Cham Towers","Mui Ne","Religious","Po Shanu Cham Towers, Mui Ne",NA,NA
"304","Quan Thanh Temple","Hanoi","Religious","Quan Thanh Temple, Hanoi",21.0287611,105.8364349
"305","Camp Carroll","Demilitarised Zone (Dmz)","Historic","Camp Carroll, Demilitarised Zone (Dmz)",NA,NA
"306","Ba Le Well","Hoi An","Landmarks & Monuments","Ba Le Well, Hoi An",15.8786975,108.3301279
"307","Buu Long Mountain","Around Ho Chi Minh City","Other","Buu Long Mountain, Around Ho Chi Minh City",10.8230989,10.8184631
"308","Chau Phu Temple","Chau Doc","Religious","Chau Phu Temple, Chau Doc",NA,NA
"309","Hang Pagoda","Tra Vinh","Religious","Hang Pagoda, Tra Vinh",9.933333,106.35
"310","Dong Thap Museum","Cao Lanh","Museums & Galleries","Dong Thap Museum, Cao Lanh",NA,NA
"311","White Villa","Vung Tau","Museums & Galleries","White Villa, Vung Tau",10.4113797,107.136224
"312","30 Thang 4 Park","Chau Doc","Parks & Gardens","30 Thang 4 Park, Chau Doc",NA,NA
"313","Bau Truc Village","Phan Rang & Thap Cham","Neighbourhoods & Villages","Bau Truc Village, Phan Rang & Thap Cham",11.56269,108.994797
"314","Ambassadors’ Pagoda","Hanoi","Religious","Ambassadors’ Pagoda, Hanoi",21.0277644,NA
"315","An Quang Pagoda","Ho Chi Minh City","Other","An Quang Pagoda, Ho Chi Minh City",10.8230989,NA
"316","My Son","My Son","Religious","My Son, My Son",17.1835286,NA
"317","Du Hang Pagoda","Haiphong","Religious","Du Hang Pagoda, Haiphong",20.8449115,NA
"318","Saigon Race Track","Ho Chi Minh City","Sporting Venues","Saigon Race Track, Ho Chi Minh City",10.8230989,NA
"319","Lenin Park","Hanoi","Other","Lenin Park, Hanoi",21.0309973,NA
"320","Royal Theatre","Hue","Architecture","Royal Theatre, Hue",16.4498,107.5623501
"321","Ba Be National Park","Ba Be National Park","Parks & Gardens","Ba Be National Park, Ba Be National Park",22.4112376,105.6060661
"322","Thuy Son","Marble Mountains","Natural Landmarks","Thuy Son, Marble Mountains",NA,NA
"323","Khanh Hoa Museum","Nha Trang","Museums & Galleries","Khanh Hoa Museum, Nha Trang",12.2499,109.196
"324","Tomb of Dong Khanh","Around Hue","Cemeteries, Memorials & Tombs","Tomb of Dong Khanh, Around Hue",16.4498,107.5623501
"325","Banh It Cham Towers","Cha Ban Cham Area","Architecture","Banh It Cham Towers, Cha Ban Cham Area",NA,NA
"326","Dam Doi Bird Sanctuary","Mekong Delta","Other","Dam Doi Bird Sanctuary, Mekong Delta",NA,NA
"327","Tombs of Spanish and French Soldiers","Around Danang","Other","Tombs of Spanish and French Soldiers, Around Danang",16.0544068,108.2021667
"328","Ngu Phung","Hue","Landmarks & Monuments","Ngu Phung, Hue",16.471517,107.5769609
"329","Emperor's Reading Room","Hue","Architecture","Emperor's Reading Room, Hue",16.4498,107.5623501
"330","Truc Bach Lake","Hanoi","Lakes, Rivers & Waterfalls","Truc Bach Lake, Hanoi",21.0455322,NA
"331","Linh Phuoc Pagoda","Dalat & Around","Other","Linh Phuoc Pagoda, Dalat & Around",11.9404192,NA
"332","Cua Can Beach","Phu Quoc Island","Beaches, Islands & Waterfronts","Cua Can Beach, Phu Quoc Island",10.289879,NA
"333","Ham Ho","Ham Ho Nature Reserve","Parks & Gardens","Ham Ho, Ham Ho Nature Reserve",NA,NA
"334","Opera House","Ho Chi Minh City","Theatres, Concert Halls & Cinemas","Opera House, Ho Chi Minh City",10.8230989,10.8184631
"335","San Art","Ho Chi Minh City","Museums & Galleries","San Art, Ho Chi Minh City",10.8230989,10.8184631
"336","Truc Lam Pagoda","Dalat & Around","Other","Truc Lam Pagoda, Dalat & Around",11.9404192,108.4583132
"337","Craft Markets","Son La","Markets & Bazaars","Craft Markets, Son La",21.3270341,103.9141288
"338","Dray Sap & Dray Nur Falls","Dray Sap & Dray Nur Falls","Lakes, Rivers & Waterfalls","Dray Sap & Dray Nur Falls, Dray Sap & Dray Nur Falls",12.5843164,107.9746652
"339","Son My Memorial","Son My (My Lai)","Military","Son My Memorial, Son My (My Lai)",NA,NA
"340","Assembly Hall of the Hainan Chinese Congregation","Hoi An","Architecture","Assembly Hall of the Hainan Chinese Congregation, Hoi An",15.8800584,108.3380469
"341","Ho Chi Minh Museum","Pleiku","Museums & Galleries","Ho Chi Minh Museum, Pleiku",10.8230989,106.6296638
"342","Long Thanh Gallery","Nha Trang","Museums & Galleries","Long Thanh Gallery, Nha Trang",12.2387911,109.1967488
"343","Ho Chi Minh Museum","Danang","Museums & Galleries","Ho Chi Minh Museum, Danang",16.0544068,NA
"344","Tran Quoc Pagoda","Hanoi","Religious","Tran Quoc Pagoda, Hanoi",21.0277644,105.8341598
"345","Nha Tu Phu Quoc","Phu Quoc Island","Landmarks & Monuments","Nha Tu Phu Quoc, Phu Quoc Island",10.289879,103.98402
"346","Old Town","Hoi An","Neighbourhoods & Villages","Old Town, Hoi An",15.8800584,108.3380469
"347","Vam Sat","Can Gio","Parks & Gardens","Vam Sat, Can Gio",10.5366922,106.7670518
"348","Datanla Falls","Dalat & Around","Lakes, Rivers & Waterfalls","Datanla Falls, Dalat & Around",11.9404192,108.4583132
"349","Danang Cathedral","Danang","Religious","Danang Cathedral, Danang",16.0657273,108.2198893
"350","Tay Ho Pagoda","Hanoi","Religious","Tay Ho Pagoda, Hanoi",21.0277644,105.8341598
"351","Chien Dan","Chien Dan","Architecture","Chien Dan, Chien Dan",NA,NA
"352","Endangered Primate Rescue Center","Cuc Phuong National Park","Natural Parks & Forests","Endangered Primate Rescue Center, Cuc Phuong National Park",NA,NA
"353","Cho Quan Church","Ho Chi Minh City","Religious","Cho Quan Church, Ho Chi Minh City",NA,106.6815431
"354","Bamboo Lagoon","Con Dao Islands","Other","Bamboo Lagoon, Con Dao Islands",NA,NA
"355","Bai Tu Long National Park","Halong Bay","Other","Bai Tu Long National Park, Halong Bay",NA,NA
"356","Yok Don National Park","Yok Don National Park","Parks & Gardens","Yok Don National Park, Yok Don National Park",NA,NA
"357","Hung Vuong Roundabout","Soc Trang","Landmarks & Monuments","Hung Vuong Roundabout, Soc Trang",NA,NA
"358","Coconut Tree Prison","Phu Quoc Island","Cemeteries, Memorials & Tombs","Coconut Tree Prison, Phu Quoc Island",10.289879,103.98402
"359","Crocodile Swamp","Cat Tien National Park","Lakes, Rivers & Waterfalls","Crocodile Swamp, Cat Tien National Park",NA,NA
"360","Diep Dong Nguyen House","Hoi An","Architecture","Diep Dong Nguyen House, Hoi An",15.8800584,108.3380469
"361","National School","Hue","Architecture","National School, Hue",16.4498,107.5623501
"362","Tomb of Gia Long","Around Hue","Cemeteries, Memorials & Tombs","Tomb of Gia Long, Around Hue",16.4498,107.5623501
"363","Ban Gioc Waterfall","Ban Gioc Waterfall & Nguom Ngao Cave","Lakes, Rivers & Waterfalls","Ban Gioc Waterfall, Ban Gioc Waterfall & Nguom Ngao Cave",NA,NA
"364","Co Loa Citadel","Co Loa Citadel","Historic","Co Loa Citadel, Co Loa Citadel",NA,105.8701316
"365","Assembly Hall of the Cantonese Chinese Congregation","Hoi An","Architecture","Assembly Hall of the Cantonese Chinese Congregation, Hoi An",NA,108.3380469
"366","Ong Dung Bay","Con Dao Islands","Beaches, Islands & Waterfronts","Ong Dung Bay, Con Dao Islands",14.058324,108.277199
"367","Museum of Sa Huynh Culture & Museum of the Revolution","Hoi An","Museums & Galleries","Museum of Sa Huynh Culture & Museum of the Revolution, Hoi An",15.8247118,15.7629992
"368","Dalat Cathedral","Dalat","Architecture","Dalat Cathedral, Dalat",11.9404192,NA
"369","Museum of Folklore in Hoi An","Hoi An","Museums & Galleries","Museum of Folklore in Hoi An, Hoi An",15.8800584,NA
"370","Ma Thien Lanh Bridge","Con Dao Islands","Architecture","Ma Thien Lanh Bridge, Con Dao Islands",42.4072107,NA
"371","Van Lan","Tam Coc","Neighbourhoods & Villages","Van Lan, Tam Coc",NA,NA
"372","Bai Bau","Bai Bau Beach","Beaches, Islands & Waterfronts","Bai Bau, Bai Bau Beach",NA,NA
"373","Munirensay Pagoda","Can Tho","Religious","Munirensay Pagoda, Can Tho",10.0451618,105.7468535
"374","My An & Non Nuoc","China Beach","Beaches, Islands & Waterfronts","My An & Non Nuoc, China Beach",34.274247,16.4098995
"375","Mr De’s Foundry","Hue","Other","Mr De’s Foundry, Hue",16.4498,107.5623501
"376","The Rockpile","Demilitarised Zone (Dmz)","Historic","The Rockpile, Demilitarised Zone (Dmz)",NA,NA
"377","Waterfalls","Dalat & Around","Lakes, Rivers & Waterfalls","Waterfalls, Dalat & Around",11.8791121,108.4732207
"378","Linh Son Pagoda","Dalat","Architecture","Linh Son Pagoda, Dalat",11.9404192,108.4583132
"379","Bai Loi Voi","Con Dao Islands","Beaches, Islands & Waterfronts","Bai Loi Voi, Con Dao Islands",NA,NA
"380","Coc Ly Market","Bac Ha","Markets & Bazaars","Coc Ly Market, Bac Ha",NA,NA
"381","Turtle Conservation Center","Cuc Phuong National Park","Natural Parks & Forests","Turtle Conservation Center, Cuc Phuong National Park",NA,NA
"382","General Museum Complex","Hue","Museums & Galleries","General Museum Complex, Hue",16.4498,107.5623501
"383","Dalat Flower Gardens","Dalat","Parks & Gardens","Dalat Flower Gardens, Dalat",11.9404192,108.4583132
"384","Xo Viet Nghe Tinh Museum","Vinh","Museums & Galleries","Xo Viet Nghe Tinh Museum, Vinh",18.6795848,105.6813333
"385","Muong Thanh Bridge","Dien Bien Phu","Architecture","Muong Thanh Bridge, Dien Bien Phu",NA,NA
"386","Ca Mau Market","Ca Mau","Markets & Bazaars","Ca Mau Market, Ca Mau",36.778261,-119.4179324
"387","Lung Phin Market","Bac Ha","Markets & Bazaars","Lung Phin Market, Bac Ha",NA,NA
"388","My Son Museum","My Son","Museums & Galleries","My Son Museum, My Son",NA,NA
"389","Phung Hung Old House","Hoi An","Architecture","Phung Hung Old House, Hoi An",15.8800584,108.3380469
"390","Citadel","Vinh","Other","Citadel, Vinh",18.6795848,105.6813333
"391","Cathedral","North-Central Vietnam","Other","Cathedral, North-Central Vietnam",NA,NA
"392","Coi Nguon Museum","Phu Quoc Island","Museums & Galleries","Coi Nguon Museum, Phu Quoc Island",NA,103.98402
"393","Tomb of Thieu Tri","Around Hue","Cemeteries, Memorials & Tombs","Tomb of Thieu Tri, Around Hue",NA,NA
"394","Ho Chi Minh Museum","Hue","Museums & Galleries","Ho Chi Minh Museum, Hue",NA,107.5815797
"395","Leper Hospital Grounds","Quy Nhon","Other","Leper Hospital Grounds, Quy Nhon",13.7723959,13.7718755
"396","Cho Moi","Long Xuyen","Neighbourhoods & Villages","Cho Moi, Long Xuyen",10.5041104,105.5007057
"397","Dambri Falls","Bao Loc","Lakes, Rivers & Waterfalls","Dambri Falls, Bao Loc",NA,NA
"398","Mai Loc Gallery","Nha Trang","Museums & Galleries","Mai Loc Gallery, Nha Trang",12.2387911,109.1967488
"399","Galerie Quynh","Ho Chi Minh City","Museums & Galleries","Galerie Quynh, Ho Chi Minh City",10.8230989,10.8184631
"400","Khem Beach","Phu Quoc Island","Beaches, Islands & Waterfronts","Khem Beach, Phu Quoc Island",10.289879,103.98402
"401","Hoi An Museum of History & Culture","Hoi An","Museums & Galleries","Hoi An Museum of History & Culture, Hoi An",15.8800584,108.3380469
"402","Phac Hat Pagoda","Hoi An","Religious","Phac Hat Pagoda, Hoi An",15.8800584,108.3380469
"403","Dam Wall","Hoa Binh","Landmarks & Monuments","Dam Wall, Hoa Binh",20.6861265,105.3131185
"404","Ben Tre Museum","Ben Tre","Museums & Galleries","Ben Tre Museum, Ben Tre",NA,NA
"405","Do Dien Khanh Gallery","Nha Trang","Museums & Galleries","Do Dien Khanh Gallery, Nha Trang",NA,NA
"406","Tran Hung Dao Temple","Ho Chi Minh City","Religious","Tran Hung Dao Temple, Ho Chi Minh City",10.7908391,106.6947368
"407","Bo Bla Waterfall","South-West Highlands","Other","Bo Bla Waterfall, South-West Highlands",NA,NA
"408","Dakrong Bridge","Demilitarised Zone (Dmz)","Architecture","Dakrong Bridge, Demilitarised Zone (Dmz)",NA,NA
"409","Den Kiep Bac","Northeast Vietnam","Other","Den Kiep Bac, Northeast Vietnam",21.1510962,106.3274323
"410","Lookout Tower","Son La","Landmarks & Monuments","Lookout Tower, Son La",21.3270341,103.9141288
"411","Chua Dat Set","Soc Trang","Other","Chua Dat Set, Soc Trang",NA,NA
"412","Statue of Me Suot","Dong Hoi","Other","Statue of Me Suot, Dong Hoi",21.0809178,21.0120181
"413","Kien Giang Museum","Rach Gia","Museums & Galleries","Kien Giang Museum, Rach Gia",NA,NA
"414","Khmer Minority People’s Museum","Tra Vinh","Museums & Galleries","Khmer Minority People’s Museum, Tra Vinh",18.6795848,105.6813333
"415","My Tho Market","My Tho","Markets & Bazaars","My Tho Market, My Tho",10.3765284,106.3438891
"416","Night Market","Lang Son","Markets & Bazaars","Night Market, Lang Son",NA,NA
"417","Ong Met Pagoda","Tra Vinh","Architecture","Ong Met Pagoda, Tra Vinh",18.6795848,105.6813333
"418","Ong Lan Beach","Phu Quoc Island","Beaches, Islands & Waterfronts","Ong Lan Beach, Phu Quoc Island",10.289879,103.98402
"419","Tang Tau Lake","Hue","Lakes, Rivers & Waterfalls","Tang Tau Lake, Hue",16.4498,107.5623501
"420","Stone monument","Vinh","Other","Stone monument, Vinh",18.6795848,105.6813333
"421","Thu Thien","South-East Coast","Other","Thu Thien, South-East Coast",NA,NA
"422","Cable-Car Station","Dalat & Around","Other","Cable-Car Station, Dalat & Around",11.9404192,108.4583132
"423","Research Library","Ho Chi Minh City","Other","Research Library, Ho Chi Minh City",10.8230989,10.8184631
"424","Tre Lon","Con Dao Islands","Beaches, Islands & Waterfronts","Tre Lon, Con Dao Islands",8.7081257,106.5392569
"425","Phap Lam Pagoda","Danang","Religious","Phap Lam Pagoda, Danang",16.0544068,108.2021667
"426","Tu Ton Rose Garden","Sa Dec","Other","Tu Ton Rose Garden, Sa Dec",10.2911766,10.2895484
"427","Cao Dai Temple","Sa Dec","Religious","Cao Dai Temple, Sa Dec",10.2911766,NA
"428","Ankroët Falls","Dalat & Around","Lakes, Rivers & Waterfalls","Ankroët Falls, Dalat & Around",11.9404192,108.4583132
"429","Museum","Hoa Binh","Museums & Galleries","Museum, Hoa Binh",10.0351667,10.0356104
"430","Tam An Pagoda","Quy Nhon","Religious","Tam An Pagoda, Quy Nhon",13.7723959,13.7718755
"431","Cam Pho Temple","Hoi An","Architecture","Cam Pho Temple, Hoi An",15.8782019,108.3239046
"432","Vong Beach","Phu Quoc Island","Beaches, Islands & Waterfronts","Vong Beach, Phu Quoc Island",10.289879,103.98402
"433","Canh Tien","South-East Coast","Other","Canh Tien, South-East Coast",NA,NA
"434","Gia Lai Museum","Pleiku","Other","Gia Lai Museum, Pleiku",NA,NA
"435","Bai An Hai","Con Dao Islands","Beaches, Islands & Waterfronts","Bai An Hai, Con Dao Islands",NA,NA
"436","Thai Giang Pho Waterfall","Bac Ha","Lakes, Rivers & Waterfalls","Thai Giang Pho Waterfall, Bac Ha",14.058324,108.277199
"437","Gougah Falls","Dalat & Around","Lakes, Rivers & Waterfalls","Gougah Falls, Dalat & Around",11.9404192,108.4583132
"438","Dong Xuan Market","Hanoi","Other","Dong Xuan Market, Hanoi",21.038164,NA
"439","Cao Dai Temple","Ca Mau","Religious","Cao Dai Temple, Ca Mau",NA,NA
"440","Bao Tang Quang Tri","Dong Ha","Museums & Galleries","Bao Tang Quang Tri, Dong Ha",16.8515799,107.179001
"441","Sapa Radio Tower","Sapa","Architecture","Sapa Radio Tower, Sapa",NA,NA
"442","Hoa Binh Museum","Hoa Binh","Other","Hoa Binh Museum, Hoa Binh",20.6861265,105.3131185
"443","Buu Quang Pagoda","Sa Dec","Religious","Buu Quang Pagoda, Sa Dec",10.2911766,10.2895484
"444","Quang Cong Pagoda","Phan Rang & Thap Cham","Architecture","Quang Cong Pagoda, Phan Rang & Thap Cham",11.56269,108.994797
"445","Ho Chi Minh Museum","Hang Pac Bo (Water-Wheel Cave)","Other","Ho Chi Minh Museum, Hang Pac Bo (Water-Wheel Cave)",10.8230989,106.6296638
"446","Navy Museum","Haiphong","Museums & Galleries","Navy Museum, Haiphong",20.8449115,106.6880841
"447","Cao Dai Temple","Rach Gia","Religious","Cao Dai Temple, Rach Gia",NA,NA
"448","Couvent des Oiseaux","Dalat","Other","Couvent des Oiseaux, Dalat",11.9404192,108.4583132
"449","Phu Loc","Central Vietnam","Other","Phu Loc, Central Vietnam",NA,NA
"450","Binh Lam","South-East Coast","Other","Binh Lam, South-East Coast",NA,NA
"451","Cao Dai Temple","My Tho","Religious","Cao Dai Temple, My Tho",10.3765284,NA
"452","Quang Duc Gate","Hue","Landmarks & Monuments","Quang Duc Gate, Hue",16.4656936,107.5786024
"453","Nine Holy Cannons","Hue","Other","Nine Holy Cannons, Hue",16.4498,107.5623501
"454","Nhi Thanh Cave","Lang Son","Natural Landmarks","Nhi Thanh Cave, Lang Son",21.8563705,106.6291304
"455","Can Chanh Palace","Hue","Historic","Can Chanh Palace, Hue",16.4498,107.5623501
"456","Con Son Pagoda","Con Son & Den Kiep Bac","Religious","Con Son Pagoda, Con Son & Den Kiep Bac",NA,NA
"457","Duong Dong Market","Phu Quoc Island","Markets & Bazaars","Duong Dong Market, Phu Quoc Island",10.289879,103.98402
"458","Vuong Palace","From Tam Son to Dong Van","Architecture","Vuong Palace, From Tam Son to Dong Van",NA,NA
"459","Thai Binh Market","Ho Chi Minh City","Markets & Bazaars","Thai Binh Market, Ho Chi Minh City",NA,10.8184631
"460","Vinh’s Citadel Left Gate","Vinh","Landmarks & Monuments","Vinh’s Citadel Left Gate, Vinh",NA,105.6813333
"461","U-Minh Forest","U-Minh Forest","Natural Parks & Forests","U-Minh Forest, U-Minh Forest",NA,NA
"462","Uncle Ho Museum","Hang Pac Bo (Water-Wheel Cave)","Museums & Galleries","Uncle Ho Museum, Hang Pac Bo (Water-Wheel Cave)",NA,NA
"463","Tien Son Cave","Phong Nha-Ke Bang National Park","Other","Tien Son Cave, Phong Nha-Ke Bang National Park",NA,NA
"464","Tam Thanh Cave","Lang Son","Natural Landmarks","Tam Thanh Cave, Lang Son",NA,NA
"465","Ke Ga Lighthouse","South-East Coast","Landmarks & Monuments","Ke Ga Lighthouse, South-East Coast",NA,NA
"466","Nine Holy Cannons","Hue","Other","Nine Holy Cannons, Hue",16.4498,107.5623501
"467","Ngan Gate","Hue","Landmarks & Monuments","Ngan Gate, Hue",16.4498,107.5623501
"468","One Pillar Pagoda of Thu Duc","One Pillar Pagoda","Religious","One Pillar Pagoda of Thu Duc, One Pillar Pagoda",NA,NA
"469","Vinh’s Citadel Front Gate","Vinh","Landmarks & Monuments","Vinh’s Citadel Front Gate, Vinh",18.6795848,105.6813333
"470","Dien Bien Phu Cemetery","Dien Bien Phu","Military","Dien Bien Phu Cemetery, Dien Bien Phu",NA,NA
"471","Suoi Tranh","Phu Quoc Island","Lakes, Rivers & Waterfalls","Suoi Tranh, Phu Quoc Island",10.289879,103.98402
"472","Thung Nham","Ninh Binh Province","Lakes, Rivers & Waterfalls","Thung Nham, Ninh Binh Province",20.218318,105.8924586
"473","Ba Na","Ba Na Hill Station","Parks & Gardens","Ba Na, Ba Na Hill Station",16.0254034,108.0306913
"474","Crescent","Ho Chi Minh City","Beaches, Islands & Waterfronts","Crescent, Ho Chi Minh City",10.7270195,106.7200912
"475","Tourist Train","Cat Ba Island","Other","Tourist Train, Cat Ba Island",20.8,106.999722
"476","Cat Cat","Sapa","Neighbourhoods & Villages","Cat Cat, Sapa",22.3301416,NA
"477","Chua Bai Dinh","Ninh Binh Province","Religious","Chua Bai Dinh, Ninh Binh Province",20.2755224,NA
"478","Fairy Spring","Around Nha Trang","Other","Fairy Spring, Around Nha Trang",12.2387911,NA
"479","Dai Beach","Phu Quoc Island","Beaches, Islands & Waterfronts","Dai Beach, Phu Quoc Island",10.289879,NA
"480","Chapel","Nui Son Tra (Monkey Mountain)","Religious","Chapel, Nui Son Tra (Monkey Mountain)",NA,NA
